"Protein_id","short.name","mRNA_ID","b.name","start.point","stop.point","length","operon.name"
"YP_003046150.1","yqjB","ECB_02965","b3096",0,0,0,"no_op"
"YP_003046151.1","yqjC","ECB_02966","b3097",324699,324735,36,"ykgH"
"YP_003046152.1","yqjD","ECB_02967","b3098",324739,324770,31,"ykgH"
"YP_003046153.1","yqjE","ECB_02968","b3099",324770,324810,40,"ykgH"
"YP_003046154.1","yqjK","ECB_02969","b3100",324809,324839,30,"ykgH"
"YP_003046155.1","yqjF","ECB_02970","b3101",324858,324897,39,"ykgH"
"YP_003046156.1","yqjG","ECB_02971","b3102",324904,325003,99,"ykgH"
"YP_003046157.1","yhaH","ECB_02972","b3103",325032,325069,37,"ykgH"
"YP_003046158.1","yhaI","ECB_02973","b3104",325093,325128,35,"ykgH"
"YP_003046159.1","yhaJ","ECB_02974","b3105",325134,325223,89,"ykgH"
"YP_003046160.1","yhaK","ECB_02975","b3106",325234,325304,70,"ykgH"
"YP_003046161.1","yhaL","ECB_02976","b3107",325306,325322,16,"ykgH"
"YP_003046163.1","yhaO","ECB_02978","b3110",325470,325596,126,"no_op"
"YP_003046165.1","tdcF","ECB_02980","b3113",325774,325813,39,"betIBA"
"YP_003046166.1","tdcE","ECB_02981","b3114",325814,326044,230,"betIBA"
"YP_003046167.1","tdcD","ECB_02982","b3115",326047,326169,122,"betIBA"
"YP_003046168.1","tdcC","ECB_02983","b3116",326170,326303,133,"betIBA"
"YP_003046169.1","tdcB","ECB_02984","b3117",326306,326405,99,"betIBA"
"YP_003046170.1","tdcA","ECB_02985","b3118",326414,326508,94,"betIBA"
"YP_003046171.1","tdcR","ECB_02986","b3119",326540,326562,22,"betIBA"
"YP_003046172.1","yhaB","ECB_02987","b3120",326587,326641,54,"betIBA"
"YP_003046173.1","yhaC","ECB_02988","b3121",326643,326762,119,"betIBA"
"YP_003046174.1","garK","ECB_02989","b3124",326864,326987,123,"betIBA"
"YP_003046175.1","garR","ECB_02990","b3125",326988,327077,89,"betIBA"
"YP_003046176.1","garL","ECB_02991","b3126",327080,327157,77,"betIBA"
"YP_003046177.1","garP","ECB_02992","b3127",327159,327292,133,"betIBA"
"YP_003046178.1","garD","ECB_02993","b3128",327330,327487,157,"betIBA"
"YP_003046179.1","sohA","ECB_02994","b3129",0,0,0,"no_op"
"YP_003046180.1","yhaV","ECB_02995","b3130",327535,327582,47,"betIBA"
"YP_003046181.1","agaR","ECB_02996","b3131",327587,327668,81,"betIBA"
"YP_003046182.1","agaZ","ECB_02997","b3132",0,0,0,"no_op"
"YP_003046183.1","agaV","ECB_02998","b3133",327823,327871,48,"betIBA"
"YP_003046188.1","agaS","ECB_03003","b3136",327999,328115,116,"betIBA"
"YP_003046189.1","kbaY","ECB_03004","b3137",328116,328202,86,"betIBA"
"YP_003046190.1","agaB","ECB_03005","b3138",328219,328266,47,"betIBA"
"YP_003046191.1","agaC","ECB_03006","b3139",328270,328351,81,"betIBA"
"YP_003046192.1","agaD","ECB_03007","b3140",328350,328429,79,"betIBA"
"YP_003046193.1","agaI","ECB_03008","b3141",328429,328504,75,"betIBA"
"YP_003046194.1","yraH","ECB_03009","b3142",328544,328603,59,"betIBA"
"YP_003046195.1","yraI","ECB_03010","b3143",328611,328680,69,"betIBA"
"YP_003046196.1","yraJ","ECB_03011","b3144",328683,328935,252,"betIBA"
"YP_003046197.1","yraK","ECB_03012","b3145",328936,329045,109,"betIBA"
"YP_003046198.1","yraL","ECB_03013","b3146",0,0,0,"no_op"
"YP_003046199.1","yraM","ECB_03014","b3147",0,0,0,"no_op"
"YP_003046200.1","yraN","ECB_03015","b3148",329341,329381,40,"no_op"
"YP_003046201.1","yraO","ECB_03016","b3149",0,0,0,"no_op"
"YP_003046202.1","yraP","ECB_03017","b3150",329443,329500,57,"no_op"
"YP_003046203.1","yraQ","ECB_03018","b3151",329512,329616,104,"betT"
"YP_003046204.1","yraR","ECB_03019","b3152",329623,329686,63,"betT"
"YP_003046205.1","yhbO","ECB_03020","b3153",329699,329751,52,"betT"
"YP_003046206.1","yhbP","ECB_03021","b3154",329749,329793,44,"betT"
"YP_003046207.1","yhbQ","ECB_03022","b3155",329798,329829,31,"betT"
"YP_003046208.1","yhbS","ECB_03023","b3156",329827,329878,51,"betT"
"YP_003046209.1","yhbT","ECB_03024","b3157",329877,329929,52,"betT"
"YP_003046210.1","yhbU","ECB_03025","b3158",329950,330050,100,"betT"
"YP_003046211.1","yhbV","ECB_03026","b3159",330051,330138,87,"betT"
"YP_003046212.1","yhbW","ECB_03027","b3160",330147,330247,100,"betT"
"YP_003046213.1","mtr","ECB_03028","b3161",330259,330383,124,"betT"
"YP_003046214.1","deaD","ECB_03029","b3162",330399,330588,189,"betT"
"YP_003046215.1","nlpI","ECB_03030","b3163",330606,330694,88,"betT"
"YP_003046216.1","pnp","ECB_03031","b3164",330705,330919,214,"betT"
"YP_003046217.1","rpsO","ECB_03032","b3165",330943,330970,27,"betT"
"YP_003046218.1","truB","ECB_03033","b3166",330985,331079,94,"betT"
"YP_003046219.1","rbfA","ECB_03034","b3167",331079,331120,41,"betT"
"YP_003046220.1","infB","ECB_03035","b3168",331136,331403,267,"betT"
"YP_003046221.1","nusA","ECB_03036","b3169",331406,331554,148,"no_op"
"YP_003046222.1","yhbC","ECB_03037","b3170",0,0,0,"no_op"
"YP_003046223.1","argG","ECB_03038","b3172",331665,331800,135,"no_op"
"YP_003046224.1","yhbX","ECB_03039","b3173",331801,331963,162,"no_op"
"YP_003046225.1","secG","ECB_03040","b3175",332019,332052,33,"no_op"
"YP_003046226.1","glmM","ECB_03041","b3176",332075,332209,134,"no_op"
"YP_003046227.1","folP","ECB_03042","b3177",332208,332293,85,"no_op"
"YP_003046228.1","hflB","ECB_03043","b3178",0,0,0,"no_op"
"YP_003046229.1","rrmJ","ECB_03044","b3179",0,0,0,"no_op"
"YP_003046230.1","yhbY","ECB_03045","b3180",332581,332610,29,"pdeL"
"YP_003046231.1","greA","ECB_03046","b3181",332626,332673,47,"pdeL"
"YP_003046232.1","dacB","ECB_03047","b3182",332698,332841,143,"pdeL"
"YP_003046233.1","obgE","ECB_03048","b3183",332860,332977,117,"pdeL"
"YP_003046234.1","yhbE","ECB_03049","b3184",332979,333075,96,"pdeL"
"YP_003046235.1","rpmA","ECB_03050","b3185",333088,333114,26,"pdeL"
"YP_003046236.1","rplU","ECB_03051","b3186",333116,333147,31,"pdeL"
"YP_003046237.1","ispB","ECB_03052","b3187",333173,333270,97,"pdeL"
"YP_003046238.1","nlp","ECB_03053","b3188",0,0,0,"no_op"
"YP_003046239.1","murA","ECB_03054","b3189",333325,333451,126,"pdeL"
"YP_003046240.1","yrbA","ECB_03055","b3190",0,0,0,"no_op"
"YP_003046241.1","yrbB","ECB_03056","b3191",0,0,0,"no_op"
"YP_003046242.1","yrbC","ECB_03057","b3192",0,0,0,"no_op"
"YP_003046243.1","yrbD","ECB_03058","b3193",0,0,0,"no_op"
"YP_003046244.1","yrbE","ECB_03059","b3194",0,0,0,"no_op"
"YP_003046245.1","yrbF","ECB_03060","b3195",0,0,0,"no_op"
"YP_003046246.1","yrbG","ECB_03061","b3196",333829,333927,98,"yahB"
"YP_003046247.1","yrbH","ECB_03062","b3197",0,0,0,"no_op"
"YP_003046248.1","yrbI","ECB_03063","b3198",0,0,0,"no_op"
"YP_003046249.1","yrbK","ECB_03064","b3199",0,0,0,"no_op"
"YP_003046250.1","yhbN","ECB_03065","b3200",0,0,0,"no_op"
"YP_003046251.1","yhbG","ECB_03066","b3201",0,0,0,"no_op"
"YP_003046252.1","rpoN","ECB_03067","b3202",334273,334417,144,"yahB"
"YP_003046253.1","yhbH","ECB_03068","b3203",0,0,0,"no_op"
"YP_003046254.1","ptsN","ECB_03069","b3204",334460,334509,49,"no_op"
"YP_003046255.1","yhbJ","ECB_03070","b3205",0,0,0,"no_op"
"YP_003046256.1","ptsO","ECB_03071","b3206",0,0,0,"no_op"
"YP_003046257.1","yrbL","ECB_03072","b3207",334647,334710,63,"yahC"
"YP_003046258.1","mtgA","ECB_03073","b3208",334710,334783,73,"yahC"
"YP_003046259.1","yhbL","ECB_03074","b3209",0,0,0,"no_op"
"YP_003046260.1","arcB","ECB_03075","b3210",334871,335104,233,"no_op"
"YP_003046261.1","yhcC","ECB_03076","b3211",335114,335207,93,"no_op"
"YP_003046262.1","gltB","ECB_03077","b3212",335265,335720,455,"no_op"
"YP_003046263.1","gltD","ECB_03078","b3213",335722,335863,141,"yahDEFG"
"YP_003046264.1","yhcG","ECB_03079","b3220",336584,336697,113,"yahDEFG"
"YP_003046266.1","yhcH","ECB_03081","b3221",336703,336750,47,"yahDEFG"
"YP_003046267.1","nanK","ECB_03082","b3222",336749,336837,88,"yahDEFG"
"YP_003046268.1","nanE","ECB_03083","b3223",336836,336905,69,"yahDEFG"
"YP_003046269.1","nanT","ECB_03084","b3224",336910,337059,149,"yahDEFG"
"YP_003046270.1","nanA","ECB_03085","b3225",337070,337159,89,"yahDEFG"
"YP_003046271.1","nanR","ECB_03086","b3226",337172,337251,79,"yahDEFG"
"YP_003046272.1","dcuD","ECB_03087","b3227",337289,337425,136,"yahDEFG"
"YP_003046273.1","sspB","ECB_03088","b3228",337430,337479,49,"yahDEFG"
"YP_003046274.1","sspA","ECB_03089","b3229",337480,337544,64,"yahDEFG"
"YP_003046275.1","rpsI","ECB_03090","b3230",337583,337622,39,"yahDEFG"
"YP_003046276.1","rplM","ECB_03091","b3231",337624,337667,43,"yahDEFG"
"YP_003046277.1","yhcM","ECB_03092","b3232",337689,337801,112,"yahDEFG"
"YP_003046278.1","yhcB","ECB_03093","b3233",337821,337861,40,"yahDEFG"
"YP_003046279.1","degQ","ECB_03094","b3234",337876,338013,137,"yahDEFG"
"YP_003046280.1","degS","ECB_03095","b3235",338022,338128,106,"yahDEFG"
"YP_003046281.1","mdh","ECB_03096","b3236",338135,338229,94,"yahDEFG"
"YP_003046282.1","argR","ECB_03097","b3237",338272,338319,47,"yahDEFG"
"YP_003046283.1","yhcN","ECB_03098","b3238",338356,338382,26,"yahDEFG"
"YP_003046284.1","yhcO","ECB_03099","b3239",338387,338415,28,"yahDEFG"
"YP_003046285.1","yhcP","ECB_03100","b3240",0,0,0,"no_op"
"YP_003046286.1","yhcQ","ECB_03101","b3241",0,0,0,"no_op"
"YP_003046287.1","yhcR","ECB_03102","b3242",0,0,0,"no_op"
"YP_003046288.1","yhcS","ECB_03103","b3243",0,0,0,"no_op"
"YP_003046289.1","tldD","ECB_03104","b3244",338860,339005,145,"yahDEFG"
"YP_003046291.1","rng","ECB_03106","b3247",339434,339581,147,"yahDEFG"
"YP_003046292.1","yhdE","ECB_03107","b3248",339580,339640,60,"yahDEFG"
"YP_003046293.1","mreD","ECB_03108","b3249",339640,339689,49,"yahDEFG"
"YP_003046294.1","mreC","ECB_03109","b3250",339689,339800,111,"no_op"
"YP_003046295.1","mreB","ECB_03110","b3251",339806,339910,104,"yahH"
"YP_003046296.1","yhdA","ECB_03111","b3252",0,0,0,"no_op"
"YP_003046297.1","yhdH","ECB_03112","b3253",340150,340248,98,"no_op"
"YP_003046298.1","accB","ECB_03113","b3255",340345,340392,47,"yahIJ"
"YP_003046299.1","accC","ECB_03114","b3256",340393,340528,135,"yahIJ"
"YP_003046300.1","yhdT","ECB_03115","b3257",340539,340563,24,"yahIJ"
"YP_003046301.1","panF","ECB_03116","b3258",340562,340708,146,"yahIJ"
"YP_003046302.1","prmA","ECB_03117","b3259",340709,340797,88,"yahIJ"
"YP_003046303.1","yhdG","ECB_03118","b3260",0,0,0,"no_op"
"YP_003046304.1","fis","ECB_03119","b3261",340929,340958,29,"yahIJ"
"YP_003046305.1","yhdJ","ECB_03120","b3262",340967,341055,88,"yahIJ"
"YP_003046306.1","yhdU","ECB_03121","b3263",341064,341082,18,"yahIJ"
"YP_003046307.1","envR","ECB_03122","b3264",341082,341148,66,"yahIJ"
"YP_003046308.1","acrE","ECB_03123","b3265",341188,341304,116,"yahIJ"
"YP_003046309.1","acrF","ECB_03124","b3266",341305,341615,310,"yahIJ"
"YP_003046310.1","yhdV","ECB_03125","b3267",341641,341663,22,"yahIJ"
"YP_003046312.1","yhdX","ECB_03127","b3269",341815,341933,118,"yahIJ"
"YP_003046313.1","yhdY","ECB_03128","b3270",341934,342045,111,"yahIJ"
"YP_003046314.1","yhdZ","ECB_03129","b3271",342045,342121,76,"yahIJ"
"YP_003046315.1","yrdA","ECB_03130","b3279",342725,342781,56,"no_op"
"YP_003046316.1","yrdB","ECB_03131","b3280",342778,342804,26,"no_op"
"YP_003046317.1","aroE","ECB_03132","b3281",342804,342886,82,"no_op"
"YP_003046318.1","yrdC","ECB_03133","b3282",0,0,0,"no_op"
"YP_003046319.1","yrdD","ECB_03134","b3283",342944,342998,54,"yahK"
"YP_003046320.1","smg","ECB_03135","b3284",343001,343048,47,"yahK"
"YP_003046322.1","def","ECB_03137","b3287",343171,343222,51,"yahK"
"YP_003046323.1","fmt","ECB_03138","b3288",343223,343318,95,"yahK"
"YP_003046324.1","rrmB","ECB_03139","b3289",0,0,0,"no_op"
"YP_003046325.1","trkA","ECB_03140","b3290",343454,343591,137,"yahK"
"YP_003046326.1","mscL","ECB_03141","b3291",343604,343645,41,"yahK"
"YP_003046328.1","zntR","ECB_03143","b3292",343672,343715,43,"yahK"
"YP_003046329.1","yhdN","ECB_03144","b3293",343716,343753,37,"yahK"
"YP_003046330.1","rplQ","ECB_03145","b3294",343763,343802,39,"yahK"
"YP_003046331.1","rpoA","ECB_03146","b3295",343806,343905,99,"yahK"
"YP_003046332.1","rpsD","ECB_03147","b3296",343907,343969,62,"no_op"
"YP_003046333.1","rpsK","ECB_03148","b3297",343973,344012,39,"no_op"
"YP_003046334.1","rpsM","ECB_03149","b3298",344013,344049,36,"no_op"
"YP_003046335.1","rpmJ","ECB_03150","b3299",344064,344075,11,"no_op"
"YP_003046336.1","secY","ECB_03151","b3300",344078,344211,133,"no_op"
"YP_003046337.1","rplO","ECB_03152","b3301",344212,344256,44,"yahL"
"YP_003046338.1","rpmD","ECB_03153","b3302",344256,344274,18,"yahL"
"YP_003046339.1","rpsE","ECB_03154","b3303",344274,344325,51,"yahL"
"YP_003046340.1","rplR","ECB_03155","b3304",344326,344361,35,"yahL"
"YP_003046341.1","rplF","ECB_03156","b3305",344362,344416,54,"yahL"
"YP_003046342.1","rpsH","ECB_03157","b3306",344417,344456,39,"yahL"
"YP_003046343.1","rpsN","ECB_03158","b3307",344460,344490,30,"yahL"
"YP_003046344.1","rplE","ECB_03159","b3308",344492,344546,54,"yahL"
"YP_003046345.1","rplX","ECB_03160","b3309",344547,344578,31,"yahL"
"YP_003046346.1","rplN","ECB_03161","b3310",344580,344617,37,"yahL"
"YP_003046347.1","rpsQ","ECB_03162","b3311",344633,344659,26,"yahL"
"YP_003046348.1","rpmC","ECB_03163","b3312",344659,344678,19,"yahL"
"YP_003046349.1","rplP","ECB_03164","b3313",344678,344719,41,"yahL"
"YP_003046350.1","rpsC","ECB_03165","b3314",344720,344790,70,"yahL"
"YP_003046351.1","rplV","ECB_03166","b3315",344792,344825,33,"yahL"
"YP_003046352.1","rpsS","ECB_03167","b3316",344827,344854,27,"yahL"
"YP_003046353.1","rplB","ECB_03168","b3317",344856,344938,82,"yahL"
"YP_003046354.1","rplW","ECB_03169","b3318",344940,344970,30,"yahL"
"YP_003046355.1","rplD","ECB_03170","b3319",344970,345030,60,"no_op"
"YP_003046356.1","rplC","ECB_03171","b3320",345031,345094,63,"no_op"
"YP_003046357.1","rpsJ","ECB_03172","b3321",345098,345129,31,"no_op"
"YP_003046358.1","pioO","ECB_03173","b3322",0,0,0,"no_op"
"YP_003046359.1","gspA","ECB_03174","b3323",345195,345342,147,"no_op"
"YP_003046360.1","gspC","ECB_03175","b3324",345360,345441,81,"no_op"
"YP_003046361.1","gspD","ECB_03176","b3325",345439,345635,196,"yahM"
"YP_003046362.1","gspE","ECB_03177","b3326",345636,345784,148,"no_op"
"YP_003046363.1","gspF","ECB_03178","b3327",345783,345903,120,"yahN"
"YP_003046364.1","gspG","ECB_03179","b3328",345904,345948,44,"yahN"
"YP_003046365.1","gspH","ECB_03180","b3329",345949,345999,50,"yahN"
"YP_003046366.1","gspI","ECB_03181","b3330",345999,346037,38,"yahN"
"YP_003046367.1","gspJ","ECB_03182","b3331",346036,346095,59,"yahN"
"YP_003046368.1","gspK","ECB_03183","b3332",346094,346192,98,"yahN"
"YP_003046369.1","gspL","ECB_03184","b3333",346194,346310,116,"yahN"
"YP_003046370.1","gspM","ECB_03185","b3334",346310,346356,46,"no_op"
"YP_003046371.1","gspO","ECB_03186","b3335",346356,346424,68,"no_op"
"YP_003046372.1","bfr","ECB_03187","b3336",346427,346474,47,"no_op"
"YP_003046373.1","bfd","ECB_03188","b3337",346481,346501,20,"no_op"
"YP_003046374.1","chiA","ECB_03189","b3338",346518,346787,269,"no_op"
"YP_003046375.1","tufA","ECB_03190","b3339",346816,346935,119,"no_op"
"YP_003046376.1","fusA","ECB_03191","b3340",346942,347153,211,"prpR"
"YP_003046377.1","rpsG","ECB_03192","b3341",347156,347210,54,"prpR"
"YP_003046378.1","rpsL","ECB_03193","b3342",347220,347257,37,"prpR"
"YP_003046379.1","yheL","ECB_03194","b3343",0,0,0,"no_op"
"YP_003046380.1","yheM","ECB_03195","b3344",0,0,0,"no_op"
"YP_003046381.1","yheN","ECB_03196","b3345",0,0,0,"no_op"
"YP_003046382.1","yheO","ECB_03197","b3346",347374,347446,72,"prpR"
"YP_003046383.1","fkpA","ECB_03198","b3347",347462,347544,82,"prpR"
"YP_003046384.1","slyX","ECB_03199","b3348",347566,347588,22,"prpR"
"YP_003046385.1","slyD","ECB_03200","b3349",347592,347651,59,"prpR"
"YP_003046386.1","kefB","ECB_03201","b3350",347682,347862,180,"prpR"
"YP_003046387.1","yheR","ECB_03202","b3351",0,0,0,"no_op"
"YP_003046388.1","yheS","ECB_03203","b3352",347931,348122,191,"prpR"
"YP_003046389.1","yheT","ECB_03204","b3353",348122,348224,102,"prpR"
"YP_003046390.1","yheU","ECB_03205","b3354",348224,348245,21,"prpR"
"YP_003046391.1","prkB","ECB_03206","b3355",348251,348338,87,"prpR"
"YP_003046392.1","yhfA","ECB_03207","b3356",348343,348384,41,"prpR"
"YP_003046393.1","crp","ECB_03208","b3357",348414,348477,63,"no_op"
"YP_003046394.1","yhfK","ECB_03209","b3358",348481,348691,210,"no_op"
"YP_003046395.1","argD","ECB_03210","b3359",348698,348820,122,"prpBCDE"
"YP_003046396.1","pabA","ECB_03211","b3360",348828,348885,57,"prpBCDE"
"YP_003046397.1","fic","ECB_03212","b3361",348888,348948,60,"prpBCDE"
"YP_003046398.1","yhfG","ECB_03213","b3362",348947,348964,17,"prpBCDE"
"YP_003046399.1","ppiA","ECB_03214","b3363",348974,349031,57,"prpBCDE"
"YP_003046400.1","yhfC","ECB_03215","b3364",0,0,0,"no_op"
"YP_003046401.1","nirB","ECB_03216","b3365",349203,349457,254,"prpBCDE"
"YP_003046402.1","nirD","ECB_03217","b3366",349457,349489,32,"prpBCDE"
"YP_003046403.1","nirC","ECB_03218","b3367",349502,349583,81,"prpBCDE"
"YP_003046404.1","cysG","ECB_03219","b3368",349585,349722,137,"prpBCDE"
"YP_003046405.1","yhfL","ECB_03220","b3369",349747,349763,16,"prpBCDE"
"YP_003046406.1","frlA","ECB_03221","b3370",349793,349926,133,"prpBCDE"
"YP_003046407.1","frlB","ECB_03222","b3371",349929,350031,102,"prpBCDE"
"YP_003046409.1","yhfQ","ECB_03224","b3374",0,0,0,"no_op"
"YP_003046410.1","yhfR","ECB_03225","b3375",0,0,0,"no_op"
"YP_003046413.1","yhfT","ECB_03229","b3377",350405,350535,130,"prpBCDE"
"YP_003046414.1","yhfU","ECB_03230","b3378",350537,350572,35,"prpBCDE"
"YP_003046415.1","yhfV","ECB_03231","b3379",0,0,0,"no_op"
"YP_003046416.1","yhfW","ECB_03232","b3380",350660,350783,123,"prpBCDE"
"YP_003046417.1","yhfX","ECB_03233","b3381",350783,350899,116,"prpBCDE"
"YP_003046418.1","yhfY","ECB_03234","b3382",350908,350944,36,"prpBCDE"
"YP_003046419.1","yhfZ","ECB_03235","b3383",350946,351036,90,"prpBCDE"
"YP_003046420.1","trpS","ECB_03236","b3384",351065,351166,101,"prpBCDE"
"YP_003046421.1","gph","ECB_03237","b3385",351165,351241,76,"prpBCDE"
"YP_003046422.1","rpe","ECB_03238","b3386",351240,351308,68,"prpBCDE"
"YP_003046423.1","dam","ECB_03239","b3387",351309,351393,84,"prpBCDE"
"YP_003046424.1","damX","ECB_03240","b3388",351404,351532,128,"prpBCDE"
"YP_003046425.1","aroB","ECB_03241","b3389",351542,351650,108,"prpBCDE"
"YP_003046426.1","aroK","ECB_03242","b3390",351656,351708,52,"prpBCDE"
"YP_003046427.1","hofQ","ECB_03243","b3391",351748,351872,124,"prpBCDE"
"YP_003046428.1","yrfA","ECB_03244","b3392",0,0,0,"no_op"
"YP_003046429.1","yrfB","ECB_03245","b3393",0,0,0,"no_op"
"YP_003046430.1","yrfC","ECB_03246","b3394",0,0,0,"no_op"
"YP_003046431.1","yrfD","ECB_03247","b3395",0,0,0,"no_op"
"YP_003046432.1","mrcA","ECB_03248","b3396",352089,352344,255,"prpBCDE"
"YP_003046433.1","nudE","ECB_03249","b3397",352361,352417,56,"prpBCDE"
"YP_003046434.1","yrfF","ECB_03250","b3398",352449,352662,213,"prpBCDE"
"YP_003046435.1","yrfG","ECB_03251","b3399",352669,352735,66,"prpBCDE"
"YP_003046436.1","hslR","ECB_03252","b3400",352737,352777,40,"prpBCDE"
"YP_003046437.1","hslO","ECB_03253","b3401",352779,352867,88,"prpBCDE"
"YP_003046438.1","yhgE","ECB_03254","b3402",352873,353046,173,"prpBCDE"
"YP_003046439.1","pckA","ECB_03255","b3403",0,0,0,"no_op"
"YP_003046440.1","envZ","ECB_03256","b3404",353253,353389,136,"prpBCDE"
"YP_003046441.1","ompR","ECB_03257","b3405",353388,353460,72,"prpBCDE"
"YP_003046442.1","greB","ECB_03258","b3406",353483,353531,48,"prpBCDE"
"YP_003046443.1","yhgF","ECB_03259","b3407",353540,353772,232,"prpBCDE"
"YP_003046444.1","feoA","ECB_03260","b3408",353818,353841,23,"prpBCDE"
"YP_003046445.1","feoB","ECB_03261","b3409",353842,354075,233,"prpBCDE"
"YP_003046446.1","yhgG","ECB_03262","b3410",0,0,0,"no_op"
"YP_003046447.1","yhgA","ECB_03263","b3411",354118,354206,88,"prpBCDE"
"YP_003046448.1","bioH","ECB_03264","b3412",354209,354286,77,"prpBCDE"
"YP_003046449.1","yhgH","ECB_03265","b3413",0,0,0,"no_op"
"YP_003046450.1","yhgI","ECB_03266","b3414",0,0,0,"no_op"
"YP_003046451.1","gntT","ECB_03267","b3415",354458,354589,131,"prpBCDE"
"YP_003046452.1","malQ","ECB_03268","b3416",354600,354809,209,"no_op"
"YP_003046453.1","malP","ECB_03269","b3417",354810,355049,239,"no_op"
"YP_003046454.1","malT","ECB_03270","b3418",355110,355381,271,"codBA"
"YP_003046456.1","rtcB","ECB_03272","b3421",355487,355610,123,"codBA"
"YP_003046457.1","rtcR","ECB_03273","b3422",355629,355788,159,"codBA"
"YP_003046459.1","glpG","ECB_03275","b3424",355864,355947,83,"codBA"
"YP_003046460.1","glpE","ECB_03276","b3425",355952,355984,32,"codBA"
"YP_003046461.1","glpD","ECB_03277","b3426",356003,356154,151,"codBA"
"YP_003046463.1","glgP","ECB_03280","b3428",356215,356460,245,"codBA"
"YP_003046464.1","glgA","ECB_03281","b3429",356462,356605,143,"codBA"
"YP_003046465.1","glgC","ECB_03282","b3430",356605,356735,130,"codBA"
"YP_003046466.1","glgX","ECB_03283","b3431",356736,356934,198,"codBA"
"YP_003046467.1","glgB","ECB_03284","b3432",356933,357152,219,"codBA"
"YP_003046468.1","asd","ECB_03285","b3433",357179,357290,111,"codBA"
"YP_003046469.1","yhgN","ECB_03286","b3434",357309,357368,59,"codBA"
"YP_003046471.1","gntK","ECB_03288","b3437",357508,357561,53,"no_op"
"YP_003046472.1","gntR","ECB_03289","b3438",357575,357674,99,"no_op"
"YP_003046473.1","yhhW","ECB_03290","b3439",357697,357766,69,"no_op"
"YP_003046474.1","yhhX","ECB_03291","b3440",357779,357882,103,"no_op"
"YP_003046475.1","yhhY","ECB_03292","b3441",357916,357964,48,"cynR"
"YP_003046476.1","yhhZ","ECB_03293","b3442",357988,358106,118,"cynR"
"YP_003046478.1","yrhB","ECB_03295","b3446",358278,358306,28,"cynR"
"YP_003046479.1","ggt","ECB_03296","b3447",358310,358484,174,"cynR"
"YP_003046480.1","yhhA","ECB_03297","b3448",358496,358540,44,"cynR"
"YP_003046481.1","ugpQ","ECB_03298","b3449",358539,358613,74,"cynR"
"YP_003046482.1","ugpC","ECB_03299","b3450",358613,358720,107,"no_op"
"YP_003046483.1","ugpE","ECB_03300","b3451",358720,358805,85,"no_op"
"YP_003046484.1","ugpA","ECB_03301","b3452",358804,358893,89,"cynTSX"
"YP_003046485.1","ugpB","ECB_03302","b3453",358903,359034,131,"cynTSX"
"YP_003046486.1","livF","ECB_03303","b3454",359074,359146,72,"cynTSX"
"YP_003046487.1","livG","ECB_03304","b3455",359146,359222,76,"cynTSX"
